,question,business,answer,similarity,execution_time_in_sec,human_rating
2317,How much is their brunch? Do they have endless mimosas,HEXX kitchen + bar,Don't be surprised if it takes a little time to get your food and drinks: they're busy for a reason!,0.8135178237912931,2.9875202178955083,
2318,How much is their brunch? Do they have endless mimosas,HEXX kitchen + bar,"You have to wait for your food, so don't be in a rush.",0.7981662624044928,2.9875202178955083,
2319,How much is their brunch? Do they have endless mimosas,HEXX kitchen + bar,"This is a must visit restaurant for an amazing brunch with bottomless mimosas and if the food is not good, you can always tell them and ask them to change it.",0.798005701894965,2.9875202178955083,
2320,How much per head?,Bacchanal Buffet,How much more for dinner right?,0.7139329869928063,4.538395643234253,
2321,How much per head?,Bacchanal Buffet,"For what Bacchanal charges per head for dinner, they really should have better food.",0.6839064398540217,4.538395643234253,
2322,How much per head?,Bacchanal Buffet,"For $53+T&T per head, this place is definitely not worth it!",0.6788538135778749,4.538395643234253,
2323,How much per head?,Bacchanal Buffet,"You could spend half as much very close by, as long as you don't mind crappy food.",0.6782625872760273,4.538395643234253,
2324,How much per head?,Bacchanal Buffet,"Realistically, to get the same quality food for dinner you would pay as much if not more per person and have far less food.",0.6764577747478989,4.538395643234253,
2325,How much per one?,Bacchanal Buffet,For $65 per person I expect a lot more.,0.7576315856936323,4.532553434371948,
2326,How much per one?,Bacchanal Buffet,"Realistically, to get the same quality food for dinner you would pay as much if not more per person and have far less food.",0.7493388735626855,4.532553434371948,
2327,How much per one?,Bacchanal Buffet,Is it really worth $40 per person?,0.7439328643958175,4.532553434371948,
2328,How much per one?,Bacchanal Buffet,"would easily cost this much per person anywhere in Vegas, and you wouldn't have the huge selection.",0.7439109497942424,4.532553434371948,
2329,How much per one?,Bacchanal Buffet,How much more for dinner right?,0.7426174086291659,4.532553434371948,
2330,How much would it be for Monday lunch? And what type of special food do they have for lunch!?,Studio B Buffet,"At $15 for lunch, it was not a bad deal for all the food and options you get.",0.8921702093536499,1.9088609218597408,
2331,How much would it be for Monday lunch? And what type of special food do they have for lunch!?,Studio B Buffet,"20 for their lunch buffet and if I had to pay more, I would do it.",0.8894939042900463,1.9088609218597408,
2332,How much would it be for Monday lunch? And what type of special food do they have for lunch!?,Studio B Buffet,"As for the food....I wouldn't say that it is the best buffet in vegas, but you have a lot to choose from.",0.8881870266278524,1.9088609218597408,
2333,How much would it be for Monday lunch? And what type of special food do they have for lunch!?,Studio B Buffet,I don't know if dinner has more stuff than lunch or the same.,0.8864914819166525,1.9088609218597408,
2334,How much would it be for Monday lunch? And what type of special food do they have for lunch!?,Studio B Buffet,"I don't know if the food options change much from lunch to dinner, but I was very pleased with what we paid for what we received.",0.8805512378086086,1.9088609218597408,
2335,How old do you have to be to gamble or play in the slot machines?,Fremont Street Experience,Also they have cheaper tables so if you are on a budget this is the place for you to come to gamble and have a great time.,0.8512719686572205,1.3746111392974854,
2336,How old do you have to be to gamble or play in the slot machines?,Fremont Street Experience,If you plug your ears and don't look down at the old men in G-Strings you can briefly imagine what it could have been like to be in Vegas in its prime.,0.8411098532499206,1.3746111392974854,
2337,How old do you have to be to gamble or play in the slot machines?,Fremont Street Experience,"If you're looking for one of those older slot machines and spit out change, that don't exist in most places anymore... definitely hit up Fremont street!",0.8374240155111647,1.3746111392974854,
2338,How old do you have to be to gamble or play in the slot machines?,Fremont Street Experience,"It's my favorite place to gamble because I usually win and my money lasts longer, I can play the same money on the same slot machine for HOURS.",0.8334776095637014,1.3746111392974854,
2339,How old do you have to be to gamble or play in the slot machines?,Fremont Street Experience,"It's usually crowded, and if you win on the slot machines, they still shoot out nickles.....but this place is a fun time!",0.8326547908625235,1.3746111392974854,
2340,How's the pool?,The LINQ Hotel & Casino,The pool is 21yrs and over.,0.7985141447554219,1.7596387863159182,2.0
2341,How's the pool?,The LINQ Hotel & Casino,The pool is not done yet.,0.7856017612334327,1.7596387863159182,4.0
2342,How's the pool?,The LINQ Hotel & Casino,The pool here is 21 and older.,0.7789242743219001,1.7596387863159182,2.0
2343,How's the pool?,The LINQ Hotel & Casino,The pool...oh the pool.,0.7682807165749973,1.7596387863159182,3.0
2344,How's the pool?,The LINQ Hotel & Casino,Pool is small and lounge chairs are scarce but the pool is shallow enough that you can lounge in the pool and be fine.,0.764794693049882,1.7596387863159182,5.0
2345,"How's your experience with the so called "" concierge lounge ""? There's an option to upgrade . Is it worth it?",Westgate Las Vegas Resort & Casino,This hotel is not worth your time.,0.8405294272379962,1.5827875137329102,
2346,"How's your experience with the so called "" concierge lounge ""? There's an option to upgrade . Is it worth it?",Westgate Las Vegas Resort & Casino,It's not worth your time.,0.8320577093911351,1.5827875137329102,
2347,"How's your experience with the so called "" concierge lounge ""? There's an option to upgrade . Is it worth it?",Westgate Las Vegas Resort & Casino,If it is your first time... it is a hotel.,0.8295719657481893,1.5827875137329102,
2348,"How's your experience with the so called "" concierge lounge ""? There's an option to upgrade . Is it worth it?",Westgate Las Vegas Resort & Casino,This is an older hotel off the strip and if you are looking to be in the center of loud Vegas this is not your spot.,0.8284168864351206,1.5827875137329102,
2349,"How's your experience with the so called "" concierge lounge ""? There's an option to upgrade . Is it worth it?",Westgate Las Vegas Resort & Casino,This is still not the upgrade I want.,0.8216268553923811,1.5827875137329102,
2350,Howmuch is breakfast buffet?,The Buffet at Bellagio,The breakfast buffet was good.,0.8836184717798016,4.1918301582336435,2.0
2351,Howmuch is breakfast buffet?,The Buffet at Bellagio,Went for the breakfast and brunch buffet for $24.95.,0.8751785443828967,4.1918301582336435,5.0
2352,Howmuch is breakfast buffet?,The Buffet at Bellagio,Amazing buffet for breakfast or lunch.,0.8704386939590344,4.1918301582336435,2.0
2353,Howmuch is breakfast buffet?,The Buffet at Bellagio,"BREAKFAST
The breakfast buffet was pretty standard breakfast food, nothing really unique.",0.8522050762498422,4.1918301582336435,2.0
2354,Howmuch is breakfast buffet?,The Buffet at Bellagio,Naar onze Belgische normen is deze buffet overroepen.,0.8478592904525044,4.1918301582336435,1.0
2355,I am bringing my 20 months old daughter with me. Is there a charge for little kids?,Bacchanal Buffet,My husband took me here and now I'm in love with the variety of food.,0.8615226972278833,4.580694198608398,
2356,I am bringing my 20 months old daughter with me. Is there a charge for little kids?,Bacchanal Buffet,"My daughter and son in law took me here for my birthday, at first I was mad because the line was extremely long but it well worth the wait.",0.8613826679794394,4.580694198608398,
2357,I am bringing my 20 months old daughter with me. Is there a charge for little kids?,Bacchanal Buffet,Oh man... this place was so amazing I'm still thinking about it even after my trip ended.,0.8604623771591601,4.580694198608398,
2358,I am bringing my 20 months old daughter with me. Is there a charge for little kids?,Bacchanal Buffet,"I do not think I will be returning anytime soon, for I am just a poor boy and nobody loves me.",0.859352013458678,4.580694198608398,
2359,I am bringing my 20 months old daughter with me. Is there a charge for little kids?,Bacchanal Buffet,So I have been anticipating this visit.. my family is big on buffets and I decided to take my dad and son for breakfast.,0.8581984310796138,4.580694198608398,
2360,"I am going to brunch with a non drinker, can just one person at the table get bottomless mimosas?",Wicked Spoon,"The other genius thing is that if you get there at 5pm when they open, happy hour is going on and you can get a $5 cocktail (mojito or margarita) and there's a $12 bottomless wine option.",0.8765772391382329,5.450144052505493,
2361,"I am going to brunch with a non drinker, can just one person at the table get bottomless mimosas?",Wicked Spoon,"I am usually not a buffet person, but this one is really good and I would go back.",0.8754482898994416,5.450144052505493,
2362,"I am going to brunch with a non drinker, can just one person at the table get bottomless mimosas?",Wicked Spoon,"I am not sure how they got that impression (quote from me walking to brunch ""guys I read up on the buffets and this one is only $35 for food and unlimited mimosas"" oops).",0.8633995021544898,5.450144052505493,
2363,"I am going to brunch with a non drinker, can just one person at the table get bottomless mimosas?",Wicked Spoon,"Unfortunately I'm that person that goes to a buffet and gets full from looking at all the food, yet somehow I still always want to go.",0.8612531306958502,5.450144052505493,
2364,"I am going to brunch with a non drinker, can just one person at the table get bottomless mimosas?",Wicked Spoon,I like that you can opt out of the champagne portion of brunch if you're not a drinker or perhaps just aren't in the mood to drink.,0.8612170544321841,5.450144052505493,
2365,"I am looking for the large cvs that I see in pictures from the strip. Is it here or closer to another hotel? I would be coming from the airport, any tips on the best route to get to it from the airport by bus, like which route?",MGM Grand Hotel,I consider it to be at the beginning of the strip as you're coming in from the airport.,0.9216969391875428,2.724409580230713,
2366,"I am looking for the large cvs that I see in pictures from the strip. Is it here or closer to another hotel? I would be coming from the airport, any tips on the best route to get to it from the airport by bus, like which route?",MGM Grand Hotel,I might try staying at this hotel next time I am in Vegas because it's in the middle of the strip and is easily accessible from other areas of the strip.,0.8996323019997703,2.724409580230713,
2367,"I am looking for the large cvs that I see in pictures from the strip. Is it here or closer to another hotel? I would be coming from the airport, any tips on the best route to get to it from the airport by bus, like which route?",MGM Grand Hotel,"I will stay at the MGM on my next visit because I like the location, but definitely will be getting a room that isn't facing the airport..",0.8896917738900849,2.724409580230713,
2368,"I am looking for the large cvs that I see in pictures from the strip. Is it here or closer to another hotel? I would be coming from the airport, any tips on the best route to get to it from the airport by bus, like which route?",MGM Grand Hotel,"MGM would not be my 1st choice to stay, mainly because of the location ( I like to be in the middle of the strip) but Id like to come back and visit the other restaurants in this hotel.",0.8895632155410353,2.724409580230713,
2369,"I am looking for the large cvs that I see in pictures from the strip. Is it here or closer to another hotel? I would be coming from the airport, any tips on the best route to get to it from the airport by bus, like which route?",MGM Grand Hotel,"Like I said, it's far from the center of the strip, but I would suggest to go to the strip for the day (play/eat/shop) and at night, come back and rest.",0.889047489679823,2.724409580230713,
2370,I am looking forward to the bone marrow here. Some reviews saying some times it's not available. When is it available? How can I ensure ahead of time before going?,Bacchanal Buffet,"That is the only other I have yet to try, and one day I will, when I'm ready to shell out $100 for it.",0.9044701470238132,4.5738561153411865,
2371,I am looking forward to the bone marrow here. Some reviews saying some times it's not available. When is it available? How can I ensure ahead of time before going?,Bacchanal Buffet,But you should not go here at all on Wednesday because I don't want the line any going when I'm going there for lunch.,0.8985937399922636,4.5738561153411865,
2372,I am looking forward to the bone marrow here. Some reviews saying some times it's not available. When is it available? How can I ensure ahead of time before going?,Bacchanal Buffet,"More like BOTCHanal Buffet..

Let me start by saying that I don't usually take the time to review things on yelp, because I feel other people will usually do a good job of posting accurate reviews.",0.8950031186903187,4.5738561153411865,
2373,I am looking forward to the bone marrow here. Some reviews saying some times it's not available. When is it available? How can I ensure ahead of time before going?,Bacchanal Buffet,They didn't have it when I went so I'm guessing it's only available on weekends.,0.8931533890786537,4.5738561153411865,
2374,I am looking forward to the bone marrow here. Some reviews saying some times it's not available. When is it available? How can I ensure ahead of time before going?,Bacchanal Buffet,"I know I'm probably missing a good chunk of more things they had, but you will not be limited on options when you come here.",0.8916852466529795,4.5738561153411865,
2375,I bought several tickets and received them through email. Do I need to get them printed out?,Cirque du Soleil - O,"If I get free tickets to this show, I wouldn't come back, nor will I give the tickets to any of my friends.",0.8470930880561993,1.4665417671203609,
2376,I bought several tickets and received them through email. Do I need to get them printed out?,Cirque du Soleil - O,They're not easy to come by from discount ticketers so I urge you to buy them online before your trip or a couple of days in advance from the box office at Bellagio!,0.8384640439856672,1.4665417671203609,
2377,I bought several tickets and received them through email. Do I need to get them printed out?,Cirque du Soleil - O,"if you have ""will call tickets"" they can resell your tickets if you don't claim them and ""can do so 4 hours in advance"" of the show so buyer be ware and I don't think they will refund you.",0.8333816022355673,1.4665417671203609,
2378,I bought several tickets and received them through email. Do I need to get them printed out?,Cirque du Soleil - O,After lots of begging they decided to buy tickets but when we got to the ticket office we found out that all the shows that week were sold out.,0.8326234369765485,1.4665417671203609,
2379,I bought several tickets and received them through email. Do I need to get them printed out?,Cirque du Soleil - O,"So before you buy a photo with the stupid album you might not want anyway, ask if you can just fill out the card with your email address for the download.",0.8313073180903258,1.4665417671203609,
2380,I bought the latest Groupon for Brunch and it came with a VIP line pass. How will I get the line pass ahead of time to pass through the line?,Bacchanal Buffet,We got 2 buffet passes with a mimosa and a VIP line pass for 70 bucks I think from groupon.,0.8719182908125479,4.5152554512023935,5.0
2381,I bought the latest Groupon for Brunch and it came with a VIP line pass. How will I get the line pass ahead of time to pass through the line?,Bacchanal Buffet,"Or for $10/person extra you can get a ""fast pass"" and pass the line.",0.8556392785060104,4.5152554512023935,5.0
2382,I bought the latest Groupon for Brunch and it came with a VIP line pass. How will I get the line pass ahead of time to pass through the line?,Bacchanal Buffet,My tip would be to get the 2 person Groupon deal for 88 dollars which includes free mimosas and a VIP pass that lets you cut in line.,0.8497876892181165,4.5152554512023935,5.0
2383,I bought the latest Groupon for Brunch and it came with a VIP line pass. How will I get the line pass ahead of time to pass through the line?,Bacchanal Buffet,"We were here because of a Groupon, which got us brunch, cut-the-line passes (which did indeed cut us straight to the front of the line!",0.8488471035537773,4.5152554512023935,5.0
2384,I bought the latest Groupon for Brunch and it came with a VIP line pass. How will I get the line pass ahead of time to pass through the line?,Bacchanal Buffet,Inside closer to the restaurant there is another line - for all the ppl who actually purchased the line pass.,0.8481783648558328,4.5152554512023935,5.0
2385,I cannot have seafood. What's good here given the restriction?,Julian Serrano Tapas,I don't eat much seafood though so that could have been good.,0.8892715872006843,1.6593670845031738,
2386,I cannot have seafood. What's good here given the restriction?,Julian Serrano Tapas,This was something someone would like if they don't really appreciate seafood.,0.8855934476210588,1.6593670845031738,
2387,I cannot have seafood. What's good here given the restriction?,Julian Serrano Tapas,"There are exceptions where I think the food is worth it, but this one is not it.",0.8753277889638102,1.6593670845031738,
2388,I cannot have seafood. What's good here given the restriction?,Julian Serrano Tapas,"Definitely don't think like I almost did, that this dish is too simple/boring to get here.",0.8751268669860633,1.6593670845031738,
2389,I cannot have seafood. What's good here given the restriction?,Julian Serrano Tapas,The place is so huge that I don't think it is necessary to make a reservation but don't take my word for it.,0.8735563079237215,1.6593670845031738,
2390,"I don't notice breakfast being included on the gluten free menu online.  Are there gluten free options for breakfast?  If so, can you tell me a couple of the items?  Thank you!",Mon Ami Gabi,They have gluten free waffles (you have to ask for a special request and they will make them for you as they are not listed on the gluten free menu) but they were AWESOME - check out the pic!!,0.9094127949715264,3.992218494415283,5.0
2391,"I don't notice breakfast being included on the gluten free menu online.  Are there gluten free options for breakfast?  If so, can you tell me a couple of the items?  Thank you!",Mon Ami Gabi,What other French restaurants will bring you gluten free bread and show you the package so you can get it at home?,0.8973444460246269,3.992218494415283,1.0
2392,"I don't notice breakfast being included on the gluten free menu online.  Are there gluten free options for breakfast?  If so, can you tell me a couple of the items?  Thank you!",Mon Ami Gabi,If you have to eat gluten free like I do there is so much to choose from!!,0.8966140437035583,3.992218494415283,5.0
2393,"I don't notice breakfast being included on the gluten free menu online.  Are there gluten free options for breakfast?  If so, can you tell me a couple of the items?  Thank you!",Mon Ami Gabi,They have a good selection of gluten free options and will even bring you out gluten free bread so you don't have to sit in starving silence while everyone else at your table eats regular bread.,0.8918690787511654,3.992218494415283,5.0
2394,"I don't notice breakfast being included on the gluten free menu online.  Are there gluten free options for breakfast?  If so, can you tell me a couple of the items?  Thank you!",Mon Ami Gabi,They have a great selection for Gluten Free options that don't make you weird about eating gluten free!!,0.8860656138749076,3.992218494415283,5.0
2395,I have a  reservation 7/13/18 is it true the hotel doesn't supply toiletries? How would you rate your stay 1-10,The LINQ Hotel & Casino,"If you are 20 something this is probably the hotel for you, but even their so called special rate was not worth the stay.",0.8866774141632827,4.127488374710083,
2396,I have a  reservation 7/13/18 is it true the hotel doesn't supply toiletries? How would you rate your stay 1-10,The LINQ Hotel & Casino,"The nightly rate may be inexpensive, and the service people great, but let me list all the other stuff they don't tell you about until your here and you don't have a choice but to stay.",0.8841446229200131,4.127488374710083,
2397,I have a  reservation 7/13/18 is it true the hotel doesn't supply toiletries? How would you rate your stay 1-10,The LINQ Hotel & Casino,I would not recommend this place unless you got a discount for the rooms or if you just don't have high expectations.,0.8707356489343552,4.127488374710083,
2398,I have a  reservation 7/13/18 is it true the hotel doesn't supply toiletries? How would you rate your stay 1-10,The LINQ Hotel & Casino,"If you want to actually sleep at some point during your trip, this may not be the hotel for you.",0.8694678420506207,4.127488374710083,
2399,I have a  reservation 7/13/18 is it true the hotel doesn't supply toiletries? How would you rate your stay 1-10,The LINQ Hotel & Casino,"Just because you request a suite with a king sized bed, don't expect you will have it when you check in (staff claims it is only a request and therefore not an obligation for them to have it for you.",0.8659276564296188,4.127488374710083,
2400,I have a group of 18 going in April for a birthday :-) and not sure if I need to let the front desk know before hand because we would like to sit together? Also we have 1 Vegan that will be joining us and just wondering about the options for her?,Wicked Spoon,"I don't think I would come back to this place for lunch, but I do want to see the variety they have for dinner.",0.9303546123917928,3.904834985733032,1.0
2401,I have a group of 18 going in April for a birthday :-) and not sure if I need to let the front desk know before hand because we would like to sit together? Also we have 1 Vegan that will be joining us and just wondering about the options for her?,Wicked Spoon,I am not sure if they did this because they didn't have the staff to keep up with all the tables or if they just wanted to build up the aforementioned Hype.,0.9245183529756984,3.904834985733032,1.0
2402,I have a group of 18 going in April for a birthday :-) and not sure if I need to let the front desk know before hand because we would like to sit together? Also we have 1 Vegan that will be joining us and just wondering about the options for her?,Wicked Spoon,I wouldn't mind going back again to see what they have for dinner.,0.9223922818008964,3.904834985733032,1.0
2403,I have a group of 18 going in April for a birthday :-) and not sure if I need to let the front desk know before hand because we would like to sit together? Also we have 1 Vegan that will be joining us and just wondering about the options for her?,Wicked Spoon,"Not much food was put out since they were ""closing"" so I suggest if you really want to go here come early because there will also be a wait.",0.920342698554772,3.904834985733032,1.0
2404,I have a group of 18 going in April for a birthday :-) and not sure if I need to let the front desk know before hand because we would like to sit together? Also we have 1 Vegan that will be joining us and just wondering about the options for her?,Wicked Spoon,"I have never gone to that, so I do not know what that means for a buffet... unfortunately, it seems like you cannot go here for lunch in hopes of getting dinner food instead because of this ""happy hour"".",0.91977685526624,3.904834985733032,1.0
2405,I have a lemon sensitivity. Is there anything on the menu I can have that does not include lemon or citric acid/ natural flavors as a preservative?,Joe's Farm Grill,Was truly delicious now only if I could add some sort of hot sauce on it to give it a spicy taste.,0.8390110956033573,1.5231881141662598,
2406,I have a lemon sensitivity. Is there anything on the menu I can have that does not include lemon or citric acid/ natural flavors as a preservative?,Joe's Farm Grill,Add fresh homemade onion rings and garlic fries and you can be in that naughty little zone of eating fast food that you know isn't really healthy while at the same time justifying it by  having a salad too!,0.8309840669754041,1.5231881141662598,
2407,I have a lemon sensitivity. Is there anything on the menu I can have that does not include lemon or citric acid/ natural flavors as a preservative?,Joe's Farm Grill,We also got the garlic fries and I probably wouldn't order them again because they were way too garlicky but that's just a taste preference.,0.8274508885964359,1.5231881141662598,
2408,I have a lemon sensitivity. Is there anything on the menu I can have that does not include lemon or citric acid/ natural flavors as a preservative?,Joe's Farm Grill,You didn't even need to have a fry with the toppings to get the beautiful and fragrant taste.,0.8249931202947633,1.5231881141662598,
2409,I have a lemon sensitivity. Is there anything on the menu I can have that does not include lemon or citric acid/ natural flavors as a preservative?,Joe's Farm Grill,"In short it is a total stoner sandwich and maybe someday I will have a use for it, but I will not be ordering it again as there are so many other yummy sounding things to pick from on the menu.",0.8226346957604624,1.5231881141662598,
2410,"I have a reservation in September for 2, if i cancel it will i be charged?",Eiffel Tower,"they ask for your CC number to make reservations and will charge u if you dont show up.... 

after being seated in our seats with no view i wanted to leave but feared being charged.",0.8390157028177717,1.6829345226287842,
2411,"I have a reservation in September for 2, if i cancel it will i be charged?",Eiffel Tower,i would definitely come back when i have the money.,0.8224009563372457,1.6829345226287842,
2412,"I have a reservation in September for 2, if i cancel it will i be charged?",Eiffel Tower,"i havent been there ever since, so i am not sure if the menu is the same.",0.8102062043106278,1.6829345226287842,
2413,"I have a reservation in September for 2, if i cancel it will i be charged?",Eiffel Tower,What I get in response is that they cannot change my reservation but I am welcome to arrive earlier to see if they would sit me.,0.7964412570359243,1.6829345226287842,
2414,"I have a reservation in September for 2, if i cancel it will i be charged?",Eiffel Tower,"They make me so mad by their attitude that i told them i am local i can come back here anytime, i did not come here just to taste their food i came here for full experience.",0.7942220076904128,1.6829345226287842,
2415,"I have heard the slots are tight there but I also read a article,  that the owner has ""loosen"" the machines so players gave a better chance. What  is your experience?","South Point Hotel, Casino & Spa","Overall, I'd definitely stay here again, especially if I get a free room offer considering how much I lost to the slots and tables!",0.8837127802734924,1.5696213245391846,
2416,"I have heard the slots are tight there but I also read a article,  that the owner has ""loosen"" the machines so players gave a better chance. What  is your experience?","South Point Hotel, Casino & Spa","While some of the reviews I have read here doesn't given them their props I can assure you this place is clean, friendly, fun, and at the right price point.",0.8834941098739555,1.5696213245391846,
2417,"I have heard the slots are tight there but I also read a article,  that the owner has ""loosen"" the machines so players gave a better chance. What  is your experience?","South Point Hotel, Casino & Spa","A few days later I get in the mail a I am so sorry for the mistake, but you are not invited this year, however we will still give you the gift of $150.00 in free slot play.",0.8775600262681529,1.5696213245391846,
2418,"I have heard the slots are tight there but I also read a article,  that the owner has ""loosen"" the machines so players gave a better chance. What  is your experience?","South Point Hotel, Casino & Spa","I didn't use it, because I was only there for the one night, but I *think* it's only $8 per day, no matter how many times you use it in both directions, if you are paying cash.",0.8729562019967422,1.5696213245391846,
2419,"I have heard the slots are tight there but I also read a article,  that the owner has ""loosen"" the machines so players gave a better chance. What  is your experience?","South Point Hotel, Casino & Spa","The restaurants are okay I haven't been to all of them but the ones that I have been too were decent, I don't think I would go out of my way to go back to any of them.",0.8728654776929708,1.5696213245391846,
2420,I hear they did a renovation of the hotel can anyone please send or upload the new rooms?,Hooters Casino Hotel Las Vegas,I have pictures of the room and I will upload them if it let me.,0.8410237197562831,1.4852874279022217,
2421,I hear they did a renovation of the hotel can anyone please send or upload the new rooms?,Hooters Casino Hotel Las Vegas,"Please don't review this business if you received a freebie for writing this review, or if you're connected in any way to the owner or employees.",0.8258850717913486,1.4852874279022217,
2422,I hear they did a renovation of the hotel can anyone please send or upload the new rooms?,Hooters Casino Hotel Las Vegas,"The hotel is nothing like the pics you will see on their web site, I'm sure they are photo shopped to hide the dirt and add in furniture that you wont find.",0.8238521334763815,1.4852874279022217,
2423,I hear they did a renovation of the hotel can anyone please send or upload the new rooms?,Hooters Casino Hotel Las Vegas,If the room is available don't nickle and dime your guests just let them check in early because they will probably spend that money at the slots or tables anyway.,0.8202060192972161,1.4852874279022217,
2424,I hear they did a renovation of the hotel can anyone please send or upload the new rooms?,Hooters Casino Hotel Las Vegas,"I would stay there again for the price, but overall I think they need to update their amenities in the hotel rooms..",0.8193844075876691,1.4852874279022217,
2425,I just book a room through Groupon. Do they have a fridge in the room? Is this place really that bad? It's just a place to lay our head down when we get tired.,Hooters Casino Hotel Las Vegas,"But at 924am, housekeeping is knocking down your door when check out time is 11....what the hell made us get up out of sleep probably had just went to bed didn't even enjoy the poor scale room we got .",0.912509870871412,1.5806734561920166,5.0
2426,I just book a room through Groupon. Do they have a fridge in the room? Is this place really that bad? It's just a place to lay our head down when we get tired.,Hooters Casino Hotel Las Vegas,We found in Vegas that you really don't spend a lot of time in the room - so everything was OK!,0.907268527830198,1.5806734561920166,3.0
2427,I just book a room through Groupon. Do they have a fridge in the room? Is this place really that bad? It's just a place to lay our head down when we get tired.,Hooters Casino Hotel Las Vegas,So we call the front desk again and they say we can't go in the room when no one is there which is lame because they do that when they clean your room.,0.9052324383573512,1.5806734561920166,3.0
2428,I just book a room through Groupon. Do they have a fridge in the room? Is this place really that bad? It's just a place to lay our head down when we get tired.,Hooters Casino Hotel Las Vegas,"You shouldn't really spend a lot of time in a hotel when you travel cause there's so much outside your door.. but when we were inside, it wasn't bad.",0.9047345032690196,1.5806734561920166,5.0
2429,I just book a room through Groupon. Do they have a fridge in the room? Is this place really that bad? It's just a place to lay our head down when we get tired.,Hooters Casino Hotel Las Vegas,"Maybe it's because I was with a group of non-picky college kids, but I thought this place was pretty OK.   Or maybe it was the fact we barely spent any time in our rooms....sleep?",0.9036366049673517,1.5806734561920166,3.0
2430,I just saw their new sign on the old Roy's building 620 E Flamingo road Las Vegas NV 89119?,Lotus of Siam,"Regardless, I like being in this rundown part of town because it reminds me of the old Las Vegas before all the dazzling excess when the best hotel in town was the Dunes.",0.7684584516065218,2.682968854904175,
2431,I just saw their new sign on the old Roy's building 620 E Flamingo road Las Vegas NV 89119?,Lotus of Siam,When a restaurant - that is in Las Vegas - NOT on the strip and is NOT flashy at all - have over 2000 reviews .. it say a lot about the place!!,0.7674753716242528,2.682968854904175,
2432,I just saw their new sign on the old Roy's building 620 E Flamingo road Las Vegas NV 89119?,Lotus of Siam,We were just visiting Las Vegas and had remembered the restaurant from an Anthony Bourdain show !,0.765666191177271,2.682968854904175,
2433,I just saw their new sign on the old Roy's building 620 E Flamingo road Las Vegas NV 89119?,Lotus of Siam,"In fact, Lotus of Siam is in the original Asian enclave of Las Vegas off of East Sahara Avenue near downtown so don't expect it to be glittery nice like the new Chinatown along Spring Mountain Road.",0.7654703112760133,2.682968854904175,
2434,I just saw their new sign on the old Roy's building 620 E Flamingo road Las Vegas NV 89119?,Lotus of Siam,I recently went here as I am living in Las Vegas for the next year.,0.7652173437832542,2.682968854904175,
2435,I just went to make a reservation and it specifies that it's  for the indoor main dining room and you cannot reserve for the patio that it's first come first served. So should I still make a reservation or should I just do a walk in and wait?,Mon Ami Gabi,If you decide to come here just make sure you book a reservation because the wait here can be long (patio seating is first come first serve).,0.9361912891603392,4.026787996292113,5.0
2436,I just went to make a reservation and it specifies that it's  for the indoor main dining room and you cannot reserve for the patio that it's first come first served. So should I still make a reservation or should I just do a walk in and wait?,Mon Ami Gabi,"It's definitely a good idea to make a reservation so you don't have to wait, although their patio seating is first come, first serve.",0.9353262184945068,4.026787996292113,5.0
2437,I just went to make a reservation and it specifies that it's  for the indoor main dining room and you cannot reserve for the patio that it's first come first served. So should I still make a reservation or should I just do a walk in and wait?,Mon Ami Gabi,"I was hoping that I could make a reservation on the patio, but it's first-come first serve, and I was not willing to wait for 2 hours.",0.9337184711241144,4.026787996292113,5.0
2438,I just went to make a reservation and it specifies that it's  for the indoor main dining room and you cannot reserve for the patio that it's first come first served. So should I still make a reservation or should I just do a walk in and wait?,Mon Ami Gabi,"The trick is to make reservations, which they don't take for the patio cause it's first come first serve, and then when you get there to check in tell them that you are interested in sitting outside if possible.",0.9327758915776544,4.026787996292113,5.0
2439,I just went to make a reservation and it specifies that it's  for the indoor main dining room and you cannot reserve for the patio that it's first come first served. So should I still make a reservation or should I just do a walk in and wait?,Mon Ami Gabi,I would highly recommend a reservation; the downside is you can't get a reservation for the patio - the best patio on the Strip - so that's a long wait if you're wanting to do that.,0.929177707859648,4.026787996292113,5.0
2440,I know that Bally's resort fee is entailed of 'per night' but do they also charge that for *each guest*?,Bally's Las Vegas Hotel & Casino,"The wifi is extra also, which is included in the resort fee - we didn't know this.",0.9004301498267769,1.7893967628479004,
2441,I know that Bally's resort fee is entailed of 'per night' but do they also charge that for *each guest*?,Bally's Las Vegas Hotel & Casino,"If you pay the resort fee / have the resort package, which I did, it's included in said fee.",0.8951007630728122,1.7893967628479004,
2442,I know that Bally's resort fee is entailed of 'per night' but do they also charge that for *each guest*?,Bally's Las Vegas Hotel & Casino,"First off the room rate is reasonable, but when you add the $35 ""resort"" fee, and now incredibly a $10 per day parking fee for even guests staying at the hotel, then I am done with these gougers!",0.8933628183946143,1.7893967628479004,
2443,I know that Bally's resort fee is entailed of 'per night' but do they also charge that for *each guest*?,Bally's Las Vegas Hotel & Casino,"In life you get what you pay for and Bally's is a true example of this...

We did get the room for $39 a night, excluding tax, but no resort fees.",0.8879326808410319,1.7893967628479004,
2444,I know that Bally's resort fee is entailed of 'per night' but do they also charge that for *each guest*?,Bally's Las Vegas Hotel & Casino,"My mom is a platinum member so the room were free, but you still have to pay for the resort fee which is around 30$ per night.",0.8836525007099271,1.7893967628479004,
